Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,Title Characters,SEO Description,CONTENT (product.metafields.custom.content),GSM (product.metafields.custom.gsm),Description Characters,KNIT STYLE (product.metafields.custom.knit_style),OUNCE (product.metafields.custom.ounce),SHADE (product.metafields.custom.shade),Sustainable Blends (product.metafields.custom.sustainable_blends),FABRIC (product.metafields.custom.type),USAGE (product.metafields.custom.usage),WIDTH (product.metafields.custom.width),Folder (product.metafields.custom.folder),Color (product.metafields.shopify.color-pattern),Fabric (product.metafields.shopify.fabric),Suitable for material type (product.metafields.shopify.suitable-for-material-type),Suitable space (product.metafields.shopify.suitable-space),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
polar-fleece,Polar Fleece,"<p><span>A medium-weight (335 GSM) 100% polyester fleece fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5708,1000,shopify,11,continue,manual,999,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=18N3tplGU7Hsdvwjkl8iLC4OHlTOZ1gLP,1,Polar Fleece,FALSE,Premium Polar Fleece Fabric | Texongo Fabric,44,"Shop 335 GSM 100% polyester fleece fabric in cream by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel online.",100%-POLY,335,145,FLEECE,9.88,CREAM,,POLAR-FLEECE,"Hoodie,-Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",68-inches-/-200-cm,29,,,,,,kg,,,active
polar-fleece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1-BGkLHNqxQ3xIQMK0KOOBm8B9ArLizrO,2,Polar Fleece,,,,,,,,,,,,,,,,,,,,,,,,
polar-fleece,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=15Y3S_Z3QT5_LBSDvd4wWbPVYuxAXzX6o,3,Polar Fleece,,,,,,,,,,,,,,,,,,,,,,,,
polyester-viscose-jacquard-terry,Polyester Viscose Jacquard Terry,"<p><span>A medium-weight (200 GSM) 60% viscose 40% polyester french terry fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5709,1000,shopify,35,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1M3y1fDlQmyfuYe2F79zXpxU_a4f2Nw4i,1,Polyester Viscose Jacquard Terry,FALSE,Poly Viscose Jacquard Terry Fabric | Texongo,44,"Shop 200 GSM polyester viscose blend french terry fabric in green by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",60%-VISCOSE-40%-POLY,200,141,FRENCH TERRY,5.9,GREEN,,POLY-VISCOSE-JACQUARD-TERRY,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",60-inches-/-176-cm,29,,,,,,kg,,,active
polyester-viscose-jacquard-terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1hMjaCIeRfvhykJbbGWwuB5AVDa_-S4Yg,2,Polyester Viscose Jacquard Terry,,,,,,,,,,,,,,,,,,,,,,,,
polyester-viscose-jacquard-terry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1R9XjXqEr-QA0FoxeSKK03XQoTuvj3ZZs,3,Polyester Viscose Jacquard Terry,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-6,Cotton Jacquard Interlock,"<p><span>A medium-weight (230 GSM) 100% cotton interlock fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5710,1000,shopify,14,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1lvL0Xx0HcmJfy5nMVI2mItsPur9Cj-oE,1,Cotton Jacquard Interlock,FALSE,Cotton Jacquard Interlock Fabric | Texongo,42,"Shop 230 GSM 100% cotton interlock fabric in navy white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,230,143,INTERLOCK,6.78,NAVY-WHITE,,COTTON-INTERLOCK-JACQUARD,"Co-ords,-T--shirt,-Joggers,-Tops,-Dresses,-Skirt",54-inches-/-159-cm,29,,,,,,kg,,,active
cotton-jacquard-interlock-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1V4BmFz3_nRgYGNFTqesKHF7K6tG3B6oz,2,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-interlock-6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1azQP29wEQF22hoDwwLyr9VLELu280wZz,3,Cotton Jacquard Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-flatback-rib,Cotton Flatback Rib,"<p><span>A medium-weight (400 GSM) 100% cotton rib fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5711,1000,shopify,30,continue,manual,1399,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1MzO8a9AWSbL4HWxrUu89Hld_tpRNwUUM,1,Cotton Flatback Rib,FALSE,Maroon Cotton Flatback Rib Fabric | Texongo,43,"Shop 400 GSM 100% cotton rib fabric in maroon by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel for fashionwear.",100%-COTTON,400,149,RIB,11.8,MEHROON,,COTTON-FLATBACK-RIB,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Skirts,-Joggers,-Cargo",65-inches-/-191-cm,29,,,,,,kg,,,active
cotton-flatback-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1X5l3VUJX8MYKxnulkXKT1pukVDDNOyRc,2,Cotton Flatback Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-flatback-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1r6TcwXf75xcI7wvyBfLui6gSN_JNEdmp,3,Cotton Flatback Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-interlock-2,Cotton Interlock,"<p><span>A medium-weight (220 GSM) 100% cotton interlock fabric by Texongo, crafted in a compact interlock knit for enhanced structure and durability. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5712,1000,shopify,20,continue,manual,899,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1tHfZIF2WjbVESWRewPjxqNcbuVOPz_87,1,Cotton Interlock,FALSE,Maroon Cotton Interlock Fabric | Texongo,40,"Shop 220 GSM 100% cotton interlock fabric in maroon by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel online.",100%-COTTON,220,146,INTERLOCK,6.49,MEHROON,,COTTON-INTERLOCK,"Co-ords,-T--shirt,-Joggers,-Tops,-Dresses,-Skirt",75-inches-/-220-cm,29,,,,,,kg,,,active
cotton-interlock-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1lnrZmUmY8YaI7e2QUC5WGfljtSg5DWaM,2,Cotton Interlock,,,,,,,,,,,,,,,,,,,,,,,,
cotton-interlock-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1eeTpBGIowMqKFzUvJ0keSyrkSW4Odtw7,3,Cotton Interlock,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-3,Polyester Cotton Jacquard,"<p><span>A medium-weight (270 GSM) 20% cotton 80% polyester jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5713,1000,shopify,25,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1alj3lj6SxN71vYSMLEWieNQrjO57Nkcs,1,Polyester Cotton Jacquard,FALSE,Blue White Poly Cotton Jacquard Fabric | Texongo,48,"Shop 270 GSM cotton polyester blend jacquard fabric in blue white by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",20%-COTTON-80%-POLY,270,141,JACQUARD,7.96,BLUE-WHITE,,POLY-COTTON-JACQUARD,"Hoodie,-Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",62-inches-/-182-cm,29,,,,,,kg,,,active
polyester-cotton-jacquard-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1qcSJNbnCnvT3sZ5k-M769OF3NUPXR33i,2,Polyester Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-jacquard-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1U4e0WIfcRGjjIjyH-xDlZlSZS7RBibN0,3,Polyester Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-12,Cotton Jacquard,"<p><span>A medium-weight (330 GSM) 100% cotton  jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5714,1000,shopify,19,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1Wx5fhRXcjgtvfYBJ2FVYYRHTgYJwvFn2,1,Cotton Jacquard,FALSE,Red White Green Cotton Jacquard Fabric | Texongo,48,"Shop 330 GSM 100% cotton jacquard fabric in red white green by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,330,147,JACQUARD,9.73,RED-WHITE-GREEN,,COTTON--JACQUARD,"Hoodie,-Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",70-inches-/-206-cm,29,,,,,,kg,,,active
cotton-jacquard-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1oe1uqxb8fLp1Kmk4MfVFZHE6BgGmQsS_,2,Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1hvkzYQZknRtvAV1lpwrh1RyGe6XQbfIU,3,Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-waffle,Poly Cotton Waffle,"<p><span>A medium-weight (165 GSM) 60% cotton 40% polyester waffle fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5715,1000,shopify,13,continue,manual,849,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1jh97KG7lv6sd-IfVFaSSNOhjW2VHVqxi,1,Poly Cotton Waffle,FALSE,Maroon Poly Cotton Waffle Fabric | Texongo,42,"Shop 165 GSM cotton polyester blend waffle fabric in maroon by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,165,147,WAFFLE,4.87,MEHROON,,POL-COTTON-WAFFLE,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",51-inches-/-150-cm,29,,,,,,kg,,,active
poly-cotton-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1b_Yvh8wtk9b8uIEI2q-Gfswuw8yeUPYX,2,Poly Cotton Waffle,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-waffle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1QgMMp4YJr8J4q1S7VgZNP77RC6DnVins,3,Poly Cotton Waffle,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-jacquard,Poly Cotton Jacquard,"<p><span>A medium-weight (320 GSM) 60% cotton 40% polyester jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5716,1000,shopify,15,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1i_eIFX3YrTL3jC5DnudSqsY9hxxQ8Z1g,1,Poly Cotton Jacquard,FALSE,Purple Poly Cotton Jacquard Fabric | Texongo,44,"Shop 320 GSM cotton polyester blend jacquard fabric in purple by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,320,149,JACQUARD,9.44,PURPLE,,POL-COTTON-JACQUARD,"Hoodie,-Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",52-inches-/-153-cm,29,,,,,,kg,,,active
poly-cotton-jacquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1kFX4JX7_X64h2kOBxgqm5xgWHhlSTn_j,2,Poly Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
poly-cotton-jacquard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1-POUKcDkPmUkaF7vdtNfaMAh6wNFjfBh,3,Poly Cotton Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-stripe-single-jersey,Polyester Cotton Stripe Single Jersey,"<p><span>A medium-weight (175 GSM) 90% cotton 10% polyester single jersey fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5717,1000,shopify,14,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=10NP0tgx7UZdWgeIm-d9DxkTIFeY7VcnT,1,Polyester Cotton Stripe Single Jersey,FALSE,Poly Cotton Stripe Jersey Fabric | Texongo,42,"Shop 175 GSM cotton polyester blend single jersey fabric in cream green by Texongo. Soft and drapey for tops, dresses, co-ords and premium apparel.",90%-COTTON-10%-POLY,175,147,SINGLE JERSEY,5.16,CREAM-GREEN,,POLY-COTTON-STRIPE-S/J,"Co-ords,-T--shirt,-Joggers,-Tops,-Dresses,-Jumpsuit",64-inches-/-188-cm,29,,,,,,kg,,,active
polyester-cotton-stripe-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=11eAiwRroG3zhv60zQiAXF_4vQ6x8_jIt,2,Polyester Cotton Stripe Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-stripe-single-jersey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1UURE3k8VR9XMFIIUBCm6LrBOhcI8u33d,3,Polyester Cotton Stripe Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
polyester-ottoman,Polyester Ottoman,"<p><span>A medium-weight (260 GSM) 100% polyestereter ottoman fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5718,1000,shopify,18,continue,manual,899,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1X9-AfxIPAl_pauX2b1yZJRefdFUnnY3M,1,Polyester Ottoman,FALSE,Green Polyester Ottoman Fabric | Texongo,40,"Shop 260 GSM 100% polyester ottoman fabric in green by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel online.",100%-POLYETER,260,146,OTTOMAN,7.67,GREEN,,POLYESTER-OTTOMAN,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",80-inches-/-235-cm,29,,,,,,kg,,,active
polyester-ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1yMWm2seqRVpBNH_pDORuwQGpt95WaIhi,2,Polyester Ottoman,,,,,,,,,,,,,,,,,,,,,,,,
polyester-ottoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1rPhCtY75sO7kCWJi5plL3qsjdeSRifqk,3,Polyester Ottoman,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-interlock-jacquard-2,Polyester Cotton Interlock Jacquard,"<p><span>A medium-weight (260 GSM) 60% cotton 40% polyester interlock fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5719,1000,shopify,15,continue,manual,1199,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1_Py-PFu4RG780En6A2RK2NPG-2_VbsQo,1,Polyester Cotton Interlock Jacquard,FALSE,Poly Cotton Interlock Jacquard Fabric | Texongo,47,"Shop 260 GSM cotton polyester blend interlock fabric in grey by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",60%-COTTON-40%-POLY,260,148,INTERLOCK,7.67,GREY,,POLY-COTTON-INTERLOCK-JACQUARD,"Co-ords,-T--shirt,-Joggers,-Tops,-Dresses,-Skirt",50-inches-/-147-cm,29,,,,,,kg,,,active
polyester-cotton-interlock-jacquard-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1BOBjxkrouF8YmYfJMi-hMm4Sb9DQ2qPt,2,Polyester Cotton Interlock Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
polyester-cotton-interlock-jacquard-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1Q5QAA5GfShoah12awctZbu_MdB-iVHUY,3,Polyester Cotton Interlock Jacquard,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-jersey-2,Cotton Jacquard Jersey,"<p><span>A medium-weight (150 GSM) 100% cotton  single jersey fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,Open,,TRUE,Title,Default Title,,,,,,,,SCH5720,1000,shopify,26,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1OZSIjHBX45csrXeFZ-Mrj67JgI2C8zPT,1,Cotton Jacquard Jersey,FALSE,Blue Cotton Jacquard Jersey Fabric | Texongo,44,"Shop 150 GSM 100% cotton single jersey fabric in blue by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,150,141,SINGLE JERSEY,4.42,BLUE,,COTTON--JACQUARD-S/J,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",70-inches-/-206-cm,29,,,,,,kg,,,active
cotton-jacquard-jersey-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1Ww3gtpNEJn1CzKkxOKiBag5xHoIWcnI8,2,Cotton Jacquard Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-jersey-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1j87w9wPlQJReNbTWO-OLWpz5jLFPutex,3,Cotton Jacquard Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-french-terry-2,Cotton French Terry,"<p><span>A medium-weight (180 GSM) 100% cotton  french terry fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5721,1000,shopify,18,continue,manual,999,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1XkkNQR7BDVNFrIYHEElnrlfGmO4fNJau,1,Cotton French Terry,FALSE,Olive Cotton French Terry Fabric | Texongo,42,"Shop 180 GSM 100% cotton french terry fabric in olive by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,180,141,FRENCH TERRY,5.31,OLIVE,,COTTON-TERRY,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses",70-inches-/-206-cm,29,,,,,,kg,,,active
cotton-french-terry-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1YzZdivfTm7QuSMsD8CDN2prZSfVpOGx6,2,Cotton French Terry,,,,,,,,,,,,,,,,,,,,,,,,
cotton-french-terry-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1eP6da8dPINJg_uLUrwl_MGhY3UPDgklp,3,Cotton French Terry,,,,,,,,,,,,,,,,,,,,,,,,
cotton-slub-1x1-rib,Cotton Slub 1x1 Rib,"<p><span>A medium-weight (180 GSM) 100% cotton  rib fabric by Texongo, designed with a smooth and even knit construction. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5722,1000,shopify,15,continue,manual,1099,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=130Si84S2_CqaD_T764xy8UrFazJ3cL3a,1,Cotton Slub 1x1 Rib,FALSE,Navy Blue Cotton Slub 1x1 Rib Fabric | Texongo,46,"Shop 180 GSM 100% cotton rib fabric in navy blue by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel online.",100%-COTTON,180,143,RIB,5.31,NAVY-BLUE,,COTTON-SLUB-1X1-RIB,"Tops,-Co-ords-,-T-shirt-,-Dresses,-Skirts,-Joggers",60-inches-/-176-cm,29,,,,,,kg,,,active
cotton-slub-1x1-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1Al6F_FUY8dUH7IMtKU5_6MRxONIlQhZp,2,Cotton Slub 1x1 Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-slub-1x1-rib,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1i8eglyvBOsoq52GT-xJksf-eQgDDqN1N,3,Cotton Slub 1x1 Rib,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-single-jersey-21,Cotton Jacquard Single Jersey,"<p><span>A medium-weight (200 GSM) 100% cotton  jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5723,1000,shopify,13,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1DPNSBMUK8SfzUw9oKWh1ppwX0CFgutKM,1,Cotton Jacquard Single Jersey,FALSE,Cotton Jacquard Single Jersey Fabric | Texongo,46,"Shop 200 GSM 100% cotton jacquard fabric in navy blue white by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,200,147,JACQUARD,5.9,NAVY-BLUE-WHITE,,COTTON-JACQUARD-S/J,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses,-Hoodie,-Tops",58-inches-/-171-cm,30,,,,,,kg,,,active
cotton-jacquard-single-jersey-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1xPw0TV5qJM4gCGg80Tue80cNHCQPvHR0,2,Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-single-jersey-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1vIQaskuEmuTawDu6lzBn-yrc_celL4WN,3,Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-single-jersey-20,Cotton Jacquard Single Jersey,"<p><span>A medium-weight (185 GSM) 100% cotton  jacquard fabric by Texongo, featuring an engineered jacquard texture. It offers a soft hand feel, breathable comfort, and a refined drape—ideal for premium apparel and contemporary fashion applications.</span></p>",My-Store,ae-2-1-2-14-2,OPEN,,TRUE,Title,Default Title,,,,,,,,SCH5724,1000,shopify,9,continue,manual,1299,,TRUE,TRUE,,,,,,https://drive.google.com/uc?export=download&id=1KlbSoeRFdBOtWxTyN6LIYCDt_amO36aL,1,Cotton Jacquard Single Jersey,FALSE,Navy Blue Cotton Jacquard Jersey Fabric | Texongo,49,"Shop 185 GSM 100% cotton jacquard fabric in navy blue by Texongo. Soft, breathable and drapey for tops, dresses, co-ords and premium apparel.",100%-COTTON,185,141,JACQUARD,5.46,NAVY-BLUE,,COTTON-JACQUARD-S/J,"Co-ords,-T--shirt,-Sweat-Shirt,-Joggers,-Tops,-Dresses,-Hoodie,-Tops",58-inches-/-171-cm,30,,,,,,kg,,,active
cotton-jacquard-single-jersey-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=1e-4--NlSuVrpEHnSefwBkSCmD1JNVtMb,2,Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
cotton-jacquard-single-jersey-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://drive.google.com/uc?export=download&id=10MeFx5jIxe8PGk11obFoCxfZBr1ugROS,3,Cotton Jacquard Single Jersey,,,,,,,,,,,,,,,,,,,,,,,,
